Schedules,S.No.,Chapter/Heading/Sub-heading/Tariffitem,DescriptionofGoods,CGST(%),SGST/UTGST(%),IGST(%),CompensationCess
I,215,5305 to 5308,"All goods other than coconut coir fibre] including yarn of flax, jute, other textile bast fibres, other vegetable textile fibres; paper yarn, [including coir pith compost pre-packaged and labelled.",2.5,2.5,5.0,
I,216,5309 to 5311,"Woven fabrics of other vegetable textile fibres, paper yarn",2.5,2.5,5.0,
I,217,"5407, 5408",Woven fabrics of manmade textile materials,2.5,2.5,5.0,
I,218,5512 to 5516,Woven fabrics of manmade staple fibres,2.5,2.5,5.0,
I,218A,5605 00 10,"Real zari thread (gold) and silver thread, combined with textile thread",2.5,2.5,5.0,
I,218B,5607,"Jute twine, coir cordage or ropes",2.5,2.5,5.0,
I,218C,5608,"Knotted netting of twine, cordage or rope; made up fishing nets and other made up nets, of textile materials",2.5,2.5,5.0,
I,218D,5609,Products of coir,2.5,2.5,5.0,
I,219,"5702, 5703, 5705","Coir mats, matting, floor covering and handloom durries",2.5,2.5,5.0,
I,219A,5801,All goods,2.5,2.5,5.0,
I,219A A,5806,"Narrow woven fabrics, other than goods of heading 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",2.5,2.5,5.0,
I,219B,5808,Saree fall,2.5,2.5,5.0,
I,220,"5809, 5810","Embroidery or zari articles, that is to say,- imi, zari, kasab, salma, dabka, chumki, gota, sitara, naqsi, kora, glass beads, badla, gizai",2.5,2.5,5.0,
I,221,60,Knitted or crocheted fabrics [All goods],2.5,2.5,5.0,
I,222,61 or 6501 or 6505,"Article of apparel and clothing accessories or cap/topi, knitted or crocheted, of sale value not exceeding Rs 1000 per piece",2.5,2.5,5.0,
I,223,62,"Articles of apparel and clothing accessories, not knitted or crocheted, of sale value not exceeding Rs. 1000 per piece",2.5,2.5,5.0,
I,224,"63 [other than 6305 32 00, 6309]","Other made up textile articles, sets, of sale value not exceeding Rs. 1000 per piece",2.5,2.5,5.0,
I,224A,6309 or 6310,Worn clothing and other worn articles; rags,2.5,2.5,5.0,
I,225,,Omitted,,,,
I,225A,6602 00 00,Walking-sticks including seat sticks,2.5,2.5,5.0,
I,,,Omitted,,,,
I,,,Omitted,,,,
I,,,Omitted,,,,
I,,,Omitted,,,,
I,228A,7001,Cullet or other waste or scrap of glass,2.5,2.5,5.0,
I,229,7018,Glass beads.,2.5,2.5,5.0,
I,230,,Omitted,,,,
I,230A,"8407 10 00, 8411",Aircraft engines,2.5,2.5,5.0,
I,231,"8413, 8413 91",Hand pumps and parts thereof,2.5,2.5,5.0,
I,232,,Omitted,,,,
I,233,,Omitted,,,,
I,234,,Omitted,,,,
I,234A,,Omitted,,,,
I,234B,8504,Charger or charging station for Electrically operated vehicles,2.5,2.5,5.0,
I,234C,,Omitted,,,,
I,235,,[Omitted],,,,
I,236,,[Omitted],,,,
I,237,,[Omitted],,,,
I,238,,[Omitted],,,,
I,239,,[Omitted],,,,
I,240,,[Omitted],,,,
I,241,,[Omitted],,,,
I,242,,[Omitted],,,,
I,242A,87,"Electrically operated vehicles, including two and three wheeled electric vehicles. Explanation .- For the purposes of this entry, “Electrically operated vehicles” means vehicles which are run solely on electrical energy derived from an external source or from one or more electrical batteries fitted to such road vehicles and shall include E- bicycles.",2.5,2.5,5.0,
I,243,8713,"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled",2.5,2.5,5.0,
I,243A,8714 20,Parts and accessories of carriage for disabled persons],2.5,2.5,5.0,
I,243B,88 or Any other chapter,"Scientific and technical instruments, apparatus, equipment, accessories, parts, components, spares, tools, mock ups and modules, raw material and consumables required for launch vehicles and satellites and payloads",2.5,2.5,5.0,
I,244,8802 or 8806,"Other aircraft (for example, helicopters, aeroplanes) except the items covered in Sl. No. 383 in Schedule III, other than for personal use",2.5,2.5,5.0,
I,245,8807,Parts of goods of heading 8802 or 8806 (except parts of items covered in Sl. No. 383 in Schedule III),2.5,2.5,5.0,
I,246,8901,"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the transport of persons or goods",2.5,2.5,5.0,
I,247,8902,Fishing vessels; factory ships and other vessels for processing or preserving fishery products,2.5,2.5,5.0,
I,248,8904,Tugs and pusher craft,2.5,2.5,5.0,
I,249,8905,"Light-vessels, fire-floats, dredgers, floating cranes and other vessels the navigability of which is subsidiary to their main function; floating docks; floating or submersible drilling or production platforms",2.5,2.5,5.0,
I,250,8906,"Other vessels, including warships and lifeboats other than rowing boats",2.5,2.5,5.0,
I,251,8907,"Other floating structures (for example, rafts, tanks, coffer- dams, landing-stages, buoys and beacons)",2.5,2.5,5.0,
I,252,Any chapter,"Parts of goods of headings 8901, 8902, 8904, 8905, 8906, 8907",2.5,2.5,5.0,
I,253,90,Coronary stents and coronary stent systems for use with cardiac catheters,2.5,2.5,5.0,
I,254,90 or any other Chapter,Artificial kidney,2.5,2.5,5.0,
I,255,90 or 84,Disposable sterilized dialyzer or micro barrier of artificial kidney,2.5,2.5,5.0,
I,255A,9021,"Orthopaedic appliances, such as crutches, surgical belts, and trusses; Splints and other fracture appliances; artificial parts of the body; other appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability; intraocular lens [other than hearing aids]”;",2.5,2.5,5.0,
I,256,90 or any other Chapter,"Parts of the following goods, namely:- (i) Crutches; (ii) Wheel chairs; (iii) Walking frames; (iv) Tricycles; (v) Braillers; and (vi) Artificial limbs",2.5,2.5,5.0,
I,257,90 or any other Chapter,"Assistive devices, rehabilitation aids and other goods for disabled, specified in List 3 appended to this Schedule",2.5,2.5,5.0,
I,257A,9404,Cotton quilts of sale value not exceeding Rs. 1000 per piece,2.5,2.5,5.0,
I,257B,9401 10 00,Aircraft seats,2.5,2.5,5.0,
I,258,9405,Kerosene pressure lantern,2.5,2.5,5.0,
I,259,"9405 91 00, 9405 92 00 or 9405 99 00",Parts of kerosene pressure lanterns including gas mantles,2.5,2.5,5.0,
I,259A,9503,Toy ballons made of natural rubber latex],2.5,2.5,5.0,
I,259B,9507,Fishing hooks,2.5,2.5,5.0,
I,259C,9601,Worked corals other than articles of coral,2.5,2.5,5.0,
I,260,9603 other than 9603 10 00,"Broomsticks [other than brooms consisting of twigs or other vegetable materials bound together, with or without handles",2.5,2.5,5.0,
I,261,9704,"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery (stamped paper), and the like, used or unused, other than those of heading 4907",2.5,2.5,5.0,
I,262,9705,Numismatic coins,2.5,2.5,5.0,
I,263,9804,"Drugs or medicines including their salts and esters and diagnostic test kits specified at S.No.180 above and Formulations specified at S.No.181 above, intended for personal use.",2.5,2.5,5.0,
I,263A,Any Chapter,"Rosaries, prayer beads or Hawan samagri",2.5,2.5,5.0,
I,264,,Omitted,,,,
I,7*,4601 and 4602,"Mats, matting and screens of vegetable material, basketwork, wickerwork and other articles of vegetable materials or other plaiting material, articles of loofah (including of bamboo, rattan, canes and other natural fibres, dry flowers (naturally dried), articles thereof, ringal, raambaan article, shola items, Kouna/chumthang (water reeds) crafts, articles of Water hyacinth, korai mat]",2.5,2.5,5.0,
I,8*,4823,Articles made of paper mache,2.5,2.5,5.0,
I,9*,"5607, 5609",Coir articles,2.5,2.5,5.0,
I,10*,"5609 00 20, 5609 00 90","Toran, Doorway Decoration made from cotton yarn or woollen yarn and aabhala (mirror) with or without hanging flaps",2.5,2.5,5.0,
I,11*,57,Handmade carpets and other handmade textile floor coverings (including namda/gabba),2.5,2.5,5.0,
I,12*,5804 30 00,Handmade lace,2.5,2.5,5.0,
I,13*,5805,Hand-woven tapestries,2.5,2.5,5.0,
I,14*,5808 10,Hand-made braids and ornamental trimming in the piece,2.5,2.5,5.0,
I,15*,5810,Hand embroidered articles,2.5,2.5,5.0,
I,16*,"6117, 6214",Handmade/hand embroidered shawls of sale value not exceeding Rs. 1000 per piece,2.5,2.5,5.0,
I,23*,7018 10,"Bangles, beads and small ware",2.5,2.5,5.0,
II,1,"0101 21 00, 0101 29",Live horses,6.0,6.0,12.0,
II,2,,[Omitted],,,,
II,3,,[Omitted],,,,
II,4,,[Omitted],,,,
II,5,,[Omitted],,,,
II,6,,[Omitted],,,,
II,7,,[Omitted],,,,
II,8,,[Omitted],,,,
II,9,,[Omitted],,,,
II,10,,[Omitted],,,,
II,11,"0402 91 10, 0402 99 20",Condensed milk,6.0,6.0,12.0,
II,12,0405,"Butter and other fats (i.e. ghee, butter oil, etc.) and oils derived from milk; dairy spreads",6.0,6.0,12.0,
II,13,0406,Cheese,6.0,6.0,12.0,
II,14,0801,"Brazil nuts, dried, whether or not Shelled or Peeled",6.0,6.0,12.0,
II,15,0802,"Other nuts, dried, whether or not shelled or peeled, such as Almonds, Hazelnuts or filberts (Corylus spp.), Chestnuts (Castanea spp.), Pistachios, Macadamia nuts, Kola nuts (Cola spp.), Pine nuts [other than dried areca nuts]",6.0,6.0,12.0,
II,16,0804,"Dates (soft or hard), figs, pineapples, avocados, guavas ,mangoes (other than mangoes sliced, dried) and mangosteens, dried.",6.0,6.0,12.0,
II,16A,0805,"Citrus fruit, such as Oranges, Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids, Grapefruit, including pomelos, Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia), dried”;",6.0,6.0,12.0,
II,17,0813,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of Chapter 8 [other than dried tamarind and dried chestnut (singhada) whether or not shelled or peeled",6.0,6.0,12.0,
II,18,1108,Starches; inulin,6.0,6.0,12.0,
II,19,1501,"Pig fats (including lard) and poultry fat, other than that of heading 0209 or 1503",6.0,6.0,12.0,
II,20,1502,"Fats of bovine animals, sheep or goats, other than those of heading 1503",6.0,6.0,12.0,
II,21,1503,"Lard stearin, lard oil, oleo stearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared",6.0,6.0,12.0,
II,22,1504,"Fats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified",6.0,6.0,12.0,
II,23,1505,Wool grease and fatty substances derived therefrom (including lanolin),6.0,6.0,12.0,
II,24,1506,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified",6.0,6.0,12.0,
II,25,1516,"Animal or microbial fats and animal or microbial oils and their fractions, partly or wholly hydrogenated, inter-esterified, re- esterified or elaidinised, whether or not refined, but not further prepared",6.0,6.0,12.0,
II,26,1517,"Edible mixtures or preparations of animal fats or microbial fats or animal oils or microbial oils or of fractions of different animal fats or microbial fats or animal oils or microbial oils of this Chapter, other than edible fats or oils or their fractions of heading 1516",6.0,6.0,12.0,
II,27,1518,"Animal or microbial fats and animal or microbial oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this chapter, not elsewhere specified of included",6.0,6.0,12.0,
II,28,1601,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based on these products",6.0,6.0,12.0,
II,29,1602,"Other prepared or preserved meat, meat offal, blood or insects",6.0,6.0,12.0,
II,30,1603,"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates",6.0,6.0,12.0,
II,31,1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,6.0,6.0,12.0,
II,32,1605,"Crustaceans, molluscs and other aquatic invertebrates prepared or preserved",6.0,6.0,12.0,
II,32A,"1701 91 , 1701 99","All goods, including refined sugar containing added flavouring or colouring matter, sugar cubes (other than those which attract 5% or nil GST)",6.0,6.0,12.0,
II,32AA,1704,Sugar boiled confectionery,6.0,6.0,12.0,
II,32B,1902,"Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared]",6.0,6.0,12.0,
II,33,2001,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid",6.0,6.0,12.0,
II,34,2002,Tomatoes prepared or preserved otherwise than by vinegar or acetic acid,6.0,6.0,12.0,
II,35,2003,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid",6.0,6.0,12.0,
II,36,2004,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading 2006",6.0,6.0,12.0,
II,37,2005,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 2006",6.0,6.0,12.0,
II,38,2006,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glacé or crystallised)",6.0,6.0,12.0,
II,39,2007,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter",6.0,6.0,12.0,
II,40,2008,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included; such as Ground-nuts, Cashew nut, roasted, salted or roasted and salted, Other roasted nuts and seeds, squash of Mango, Lemon, Orange, Pineapple or other fruits",6.0,6.0,12.0,
II,41,2009,"Fruit or nut juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter",6.0,6.0,12.0,
II,41A,2009 89 90,Tender coconut water pre-packaged and labelled.,6.0,6.0,12.0,
II,42,2101 30,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",6.0,6.0,12.0,
II,43,2102,"Yeasts (active and inactive); other single cell micro-organisms, dead (but not including vaccines of heading 3002); prepared baking powders",6.0,6.0,12.0,
II,44,2103,"All goods, including Sauces and preparations therefor, mixed condiments and mixed seasonings; mustard flour and meal and prepared mustard, Curry paste, mayonnaise and salad dressings",6.0,6.0,12.0,
II,45,2106,"Texturised vegetable proteins (soya bari), Bari made of pulses including mungodi and batters,",6.0,6.0,12.0,
II,46,210690,"Namkeens, bhujia, mixture, chabena and similar edible preparations in ready for consumption form (other than roasted gram) pre-packaged and labelled.",6.0,6.0,12.0,
II,46A,2106 90 91,Diabetic foods,6.0,6.0,12.0,
II,46B,2201,Drinking water packed in 20 litre bottles,6.0,6.0,12.0,
II,47,2202 99 10,Soya milk drinks,6.0,6.0,12.0,
II,48,2202 99 20,Fruit pulp or fruit juice based drinks [other than Carbonated Beverages of Fruit Drink or Carbonated Beverages with Fruit Juice],6.0,6.0,12.0,
II,49,,Omitted,,,,
II,50,2202 99 30,Beverages containing milk,6.0,6.0,12.0,
II,51,2515 1210,Marble and travertine blocks,6.0,6.0,12.0,
II,52,2516,Granite blocks,6.0,6.0,12.0,
II,53,28,Anaesthetics,6.0,6.0,12.0,
II,54,28,Potassium Iodate,6.0,6.0,12.0,
II,55,28,Steam,6.0,6.0,12.0,
II,56,28 or 38,"Micronutrients, which are covered under serial number 1(g) of Schedule 1, Part (A) of the Fertilizer Control Order, 1985 and are manufactured by the manufacturers which are registered under the Fertilizer Control Order, 1985",6.0,6.0,12.0,
II,57,2801 20,Iodine,6.0,6.0,12.0,
II,57A,2804 40 10,Medical grade oxygen,6.0,6.0,12.0,
II,57B,,Omitted,,,,
II,58,2847,Medicinal grade hydrogen peroxide,6.0,6.0,12.0,
II,59,29 or 3808 93,Gibberellic acid,6.0,6.0,12.0,
II,60,3001,"Glands and other organs for organo- therapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organo-therapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, not elsewhere specified or included",6.0,6.0,12.0,
II,61,3002,"Animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; toxins, cultures of micro- organisms (excluding yeasts) and similar products",6.0,6.0,12.0,
II,62,3003,"Medicaments (excluding goods of heading 30.02, 30.05 or 30.06) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale, including Ayurvaedic, Unani, Siddha, homoeopathic or Bio-chemic systems medicaments",6.0,6.0,12.0,
